,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type_id,paperless_billing,payment_type_id,monthly_charges,total_charges,churn,internet_service_type_id,internet_service_type,contract_type_id,contract_type,payment_type_id,payment_type
4168,5127-BZENZ,Female,0,Yes,Yes,56,Yes,Yes,1,Yes,No,No,No,Yes,No,2,No,3,65.2,3512.15,No,1,DSL,2,One year,3,Bank transfer (automatic)
4169,5160-UXJED,Male,0,No,Yes,17,Yes,No,1,No,No,No,No,No,No,2,No,2,44.6,681.4,No,1,DSL,2,One year,2,Mailed check
4170,5170-PTRKA,Female,0,Yes,Yes,49,No,No phone service,1,Yes,No,No,Yes,No,No,2,Yes,4,35.8,1782,No,1,DSL,2,One year,4,Credit card (automatic)
4171,5196-WPYOW,Male,0,Yes,Yes,67,Yes,No,1,Yes,Yes,No,Yes,No,No,2,No,2,60.05,3994.05,No,1,DSL,2,One year,2,Mailed check
4172,5199-FPUSP,Male,0,No,Yes,33,No,No phone service,1,Yes,No,No,Yes,No,No,2,No,4,34.05,1113.95,No,1,DSL,2,One year,4,Credit card (automatic)
4173,5203-XEHAX,Female,0,No,No,34,Yes,No,1,Yes,Yes,No,No,No,Yes,2,No,1,64.35,2053.05,No,1,DSL,2,One year,1,Electronic check
4174,5204-HMGYF,Female,0,Yes,Yes,49,Yes,No,1,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,2,87.2,4345,No,1,DSL,2,One year,2,Mailed check
4175,5245-VDBUR,Female,0,Yes,No,52,No,No phone service,1,Yes,No,Yes,No,No,No,2,No,2,35.45,1958.95,No,1,DSL,2,One year,2,Mailed check
4176,5269-NRGDP,Male,0,Yes,Yes,42,Yes,No,1,No,No,Yes,Yes,Yes,Yes,2,No,1,73.15,3088.25,No,1,DSL,2,One year,1,Electronic check
4177,5294-CDGWY,Male,0,Yes,Yes,51,No,No phone service,1,Yes,Yes,Yes,No,Yes,Yes,2,No,1,59.3,3014.65,Yes,1,DSL,2,One year,1,Electronic check
4178,5306-BVTKJ,Male,0,Yes,Yes,48,Yes,No,1,No,Yes,Yes,No,No,No,2,Yes,4,55.8,2651.2,No,1,DSL,2,One year,4,Credit card (automatic)
4179,5315-CKEQK,Male,1,Yes,Yes,28,Yes,Yes,1,No,No,No,No,No,No,2,Yes,1,51.0,1381.8,No,1,DSL,2,One year,1,Electronic check
4180,5386-THSLQ,Female,1,Yes,No,66,No,No phone service,1,No,Yes,Yes,No,Yes,No,2,No,3,45.55,3027.25,No,1,DSL,2,One year,3,Bank transfer (automatic)
4181,5387-ASZNZ,Female,1,No,No,66,Yes,Yes,1,Yes,Yes,No,Yes,No,No,2,Yes,4,63.85,4174.35,No,1,DSL,2,One year,4,Credit card (automatic)
4182,5446-DKWYW,Female,1,Yes,Yes,61,Yes,Yes,1,No,No,Yes,No,Yes,No,2,Yes,1,65.2,3965.05,No,1,DSL,2,One year,1,Electronic check
4183,5498-IBWPI,Female,0,Yes,Yes,66,Yes,No,1,No,No,No,Yes,No,No,2,Yes,4,49.4,3251.85,No,1,DSL,2,One year,4,Credit card (automatic)
4184,5499-ECUTN,Female,0,Yes,No,47,Yes,No,1,Yes,No,Yes,No,Yes,No,2,Yes,4,66.05,3021.45,No,1,DSL,2,One year,4,Credit card (automatic)
4185,5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,1,Yes,No,Yes,No,Yes,Yes,2,No,4,74.75,2453.3,No,1,DSL,2,One year,4,Credit card (automatic)
4186,5575-GNVDE,Male,0,No,No,34,Yes,No,1,Yes,No,Yes,No,No,No,2,No,2,56.95,1889.5,No,1,DSL,2,One year,2,Mailed check
4187,5640-CAXOA,Female,0,No,No,30,No,No phone service,1,No,No,No,Yes,No,Yes,2,Yes,4,40.35,1187.05,No,1,DSL,2,One year,4,Credit card (automatic)
4188,5701-GUXDC,Female,0,Yes,No,26,No,No phone service,1,Yes,No,Yes,No,No,No,2,No,4,35.4,978.6,No,1,DSL,2,One year,4,Credit card (automatic)
4189,5724-BIDBU,Male,0,Yes,No,49,Yes,Yes,1,Yes,No,No,No,No,No,2,Yes,1,55.35,2633.95,No,1,DSL,2,One year,1,Electronic check
4190,5753-QQWPW,Female,0,No,No,28,Yes,No,1,Yes,Yes,No,Yes,No,No,2,Yes,1,59.9,1654.7,No,1,DSL,2,One year,1,Electronic check
4191,5756-JYOJT,Female,0,No,No,11,Yes,No,1,No,No,Yes,Yes,No,Yes,2,No,4,64.9,697.25,No,1,DSL,2,One year,4,Credit card (automatic)
4192,5756-OZRIO,Male,1,Yes,No,61,Yes,Yes,1,No,Yes,No,No,No,Yes,2,No,3,64.05,3902.6,No,1,DSL,2,One year,3,Bank transfer (automatic)
4193,5777-KJIRB,Female,0,No,No,40,Yes,No,1,No,No,Yes,No,No,No,2,Yes,2,50.25,2023.55,No,1,DSL,2,One year,2,Mailed check
4194,5791-KAJFD,Female,0,Yes,Yes,56,Yes,Yes,1,Yes,No,Yes,No,No,Yes,2,Yes,3,68.75,3808,No,1,DSL,2,One year,3,Bank transfer (automatic)
4195,5795-BKOYE,Female,0,Yes,Yes,69,Yes,No,1,No,Yes,Yes,Yes,No,No,2,No,3,59.1,4134.7,No,1,DSL,2,One year,3,Bank transfer (automatic)
4196,5815-HGGHV,Male,0,Yes,No,20,Yes,No,1,Yes,No,No,Yes,No,Yes,2,Yes,2,64.15,1274.45,No,1,DSL,2,One year,2,Mailed check
4197,5820-PTRYM,Female,1,Yes,No,56,Yes,Yes,1,Yes,Yes,Yes,Yes,No,No,2,Yes,4,68.45,4014,No,1,DSL,2,One year,4,Credit card (automatic)
4198,5825-XJOCM,Male,0,No,Yes,48,Yes,Yes,1,Yes,Yes,Yes,No,No,No,2,Yes,3,64.4,3035.35,No,1,DSL,2,One year,3,Bank transfer (automatic)
4199,5829-NVSQN,Female,0,Yes,No,23,Yes,No,1,Yes,No,Yes,Yes,No,Yes,2,Yes,3,68.75,1689.45,No,1,DSL,2,One year,3,Bank transfer (automatic)
4200,5832-TRLPB,Male,0,No,No,29,Yes,No,1,No,No,Yes,Yes,Yes,Yes,2,Yes,3,75.35,2243.9,No,1,DSL,2,One year,3,Bank transfer (automatic)
4201,5837-LXSDN,Female,0,Yes,Yes,21,Yes,No,1,No,Yes,No,No,Yes,No,2,Yes,4,58.85,1215.45,No,1,DSL,2,One year,4,Credit card (automatic)
4202,5844-QVTAT,Female,0,Yes,Yes,33,Yes,No,1,Yes,Yes,Yes,No,No,No,2,Yes,2,58.45,1955.4,No,1,DSL,2,One year,2,Mailed check
4203,5872-OEQNH,Female,0,No,No,60,No,No phone service,1,Yes,No,Yes,No,No,Yes,2,Yes,1,44.45,2773.9,No,1,DSL,2,One year,1,Electronic check
4204,5906-CVLHP,Female,0,Yes,Yes,45,Yes,No,1,No,Yes,No,Yes,No,No,2,Yes,4,54.15,2319.8,Yes,1,DSL,2,One year,4,Credit card (automatic)
4205,5906-DVAPM,Female,0,Yes,Yes,55,Yes,Yes,1,Yes,Yes,No,Yes,Yes,No,2,Yes,4,75.0,4213.9,No,1,DSL,2,One year,4,Credit card (automatic)
4206,5915-DGNVC,Female,0,Yes,No,49,Yes,Yes,1,Yes,Yes,Yes,No,No,Yes,2,No,1,71.8,3472.05,No,1,DSL,2,One year,1,Electronic check
4207,5944-UGLLK,Male,0,No,No,53,No,No phone service,1,No,No,Yes,Yes,Yes,Yes,2,No,4,54.9,3045.75,No,1,DSL,2,One year,4,Credit card (automatic)
4208,5975-BAICR,Male,0,Yes,Yes,36,Yes,No,1,Yes,No,Yes,No,No,Yes,2,Yes,4,63.7,2188.5,No,1,DSL,2,One year,4,Credit card (automatic)
4209,5985-TBABQ,Female,0,No,No,32,Yes,Yes,1,Yes,No,No,No,Yes,Yes,2,No,2,74.75,2282.95,No,1,DSL,2,One year,2,Mailed check
4210,5989-OMNJE,Female,0,Yes,Yes,24,No,No phone service,1,Yes,Yes,Yes,No,Yes,Yes,2,No,1,57.6,1367.75,No,1,DSL,2,One year,1,Electronic check
4211,6008-NAIXK,Male,1,No,No,54,No,No phone service,1,No,Yes,Yes,No,Yes,Yes,2,Yes,1,55.45,2966.95,No,1,DSL,2,One year,1,Electronic check
4212,6047-SUHPR,Male,0,Yes,Yes,39,Yes,No,1,Yes,Yes,Yes,No,No,No,2,No,1,59.8,2343.85,No,1,DSL,2,One year,1,Electronic check
4213,6061-GWWAV,Male,0,No,Yes,41,Yes,No,1,Yes,Yes,Yes,No,Yes,No,2,No,2,70.2,2894.55,No,1,DSL,2,One year,2,Mailed check
4214,6064-PUPMC,Male,0,Yes,Yes,23,Yes,No,1,Yes,No,No,Yes,No,No,2,No,4,57.2,1423.35,No,1,DSL,2,One year,4,Credit card (automatic)
4215,6094-ZIVKX,Female,0,No,No,68,Yes,No,1,Yes,No,Yes,No,No,No,2,Yes,4,54.45,3674.95,No,1,DSL,2,One year,4,Credit card (automatic)
4216,6114-TCFID,Female,0,No,No,29,No,No phone service,1,Yes,Yes,No,Yes,No,No,2,No,4,39.5,1082.75,No,1,DSL,2,One year,4,Credit card (automatic)
4217,6121-TNHBO,Female,1,No,No,63,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,No,2,No,3,83.0,5243.05,No,1,DSL,2,One year,3,Bank transfer (automatic)
4218,6152-ONASV,Female,0,Yes,No,68,Yes,Yes,1,Yes,No,No,Yes,No,No,2,No,3,58.25,3975.7,No,1,DSL,2,One year,3,Bank transfer (automatic)
4219,6158-DWPZT,Male,0,Yes,No,9,No,No phone service,1,No,No,No,No,No,No,2,No,3,24.1,259.8,Yes,1,DSL,2,One year,3,Bank transfer (automatic)
4220,6161-ERDGD,Male,0,Yes,Yes,71,Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes,2,No,1,85.45,6300.85,No,1,DSL,2,One year,1,Electronic check
4221,6174-NRBTZ,Male,0,No,No,46,No,No phone service,1,Yes,No,No,No,No,No,2,Yes,3,30.75,1489.3,No,1,DSL,2,One year,3,Bank transfer (automatic)
4222,6194-HBGQN,Male,0,No,No,51,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,No,2,Yes,4,81.15,4126.2,No,1,DSL,2,One year,4,Credit card (automatic)
4223,6195-MELTI,Male,0,No,No,57,Yes,No,1,No,Yes,No,Yes,No,No,2,Yes,2,54.65,3134.7,No,1,DSL,2,One year,2,Mailed check
4224,6229-UOLQL,Male,0,Yes,Yes,56,No,No phone service,1,Yes,Yes,No,Yes,Yes,No,2,Yes,2,52.0,2884.9,No,1,DSL,2,One year,2,Mailed check
4225,6252-DFGTK,Female,0,Yes,No,37,Yes,Yes,1,Yes,No,Yes,Yes,No,No,2,No,4,68.1,2479.25,No,1,DSL,2,One year,4,Credit card (automatic)
4226,6253-WRFHY,Male,0,Yes,Yes,13,Yes,No,1,No,No,No,No,Yes,Yes,2,Yes,1,64.75,877.35,No,1,DSL,2,One year,1,Electronic check
4227,6261-RCVNS,Female,0,No,No,42,Yes,No,1,Yes,Yes,Yes,Yes,No,Yes,2,No,4,73.9,3160.55,Yes,1,DSL,2,One year,4,Credit card (automatic)
4228,6281-FKEWS,Female,0,No,No,44,No,No phone service,1,No,No,Yes,No,Yes,Yes,2,Yes,1,49.05,2265,No,1,DSL,2,One year,1,Electronic check
4229,6289-CPNLD,Male,0,Yes,Yes,33,Yes,No,1,No,No,Yes,Yes,Yes,Yes,2,Yes,2,73.9,2405.05,Yes,1,DSL,2,One year,2,Mailed check
4230,6296-DDOOR,Female,0,No,No,19,Yes,No,1,No,Yes,No,No,Yes,No,2,No,1,58.2,1045.25,No,1,DSL,2,One year,1,Electronic check
4231,6302-JGYRJ,Male,0,No,Yes,31,Yes,Yes,1,No,Yes,No,Yes,Yes,Yes,2,Yes,2,79.45,2587.7,Yes,1,DSL,2,One year,2,Mailed check
4232,6303-KFWSL,Female,0,No,No,29,Yes,Yes,1,No,Yes,No,No,No,No,2,Yes,1,55.25,1620.2,No,1,DSL,2,One year,1,Electronic check
4233,6332-FBZRI,Male,0,Yes,Yes,67,Yes,Yes,1,Yes,Yes,Yes,Yes,No,No,2,Yes,4,69.35,4653.25,No,1,DSL,2,One year,4,Credit card (automatic)
4234,6341-JVQGF,Female,0,Yes,Yes,31,Yes,No,1,Yes,No,Yes,Yes,Yes,Yes,2,Yes,2,81.15,2545.75,No,1,DSL,2,One year,2,Mailed check
4235,6352-GIGGQ,Male,0,No,No,67,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,3,88.8,5903.15,No,1,DSL,2,One year,3,Bank transfer (automatic)
4236,6388-TABGU,Male,0,No,Yes,62,Yes,No,1,Yes,Yes,No,No,No,No,2,No,3,56.15,3487.95,No,1,DSL,2,One year,3,Bank transfer (automatic)
4237,6402-SSEJG,Female,0,No,No,25,No,No phone service,1,Yes,Yes,Yes,No,Yes,Yes,2,No,1,61.05,1540.2,No,1,DSL,2,One year,1,Electronic check
4238,6416-JNVRK,Female,0,No,No,46,Yes,No,1,No,No,No,No,No,Yes,2,No,4,55.65,2688.85,No,1,DSL,2,One year,4,Credit card (automatic)
4239,6440-DKQGE,Male,0,No,Yes,30,Yes,No,1,No,Yes,Yes,No,Yes,No,2,No,4,64.5,1929.95,No,1,DSL,2,One year,4,Credit card (automatic)
4240,6461-PPAXN,Female,0,Yes,Yes,35,Yes,No,1,Yes,No,No,Yes,No,No,2,Yes,3,54.95,1916,No,1,DSL,2,One year,3,Bank transfer (automatic)
4241,6478-HRRCZ,Male,0,Yes,No,32,Yes,No,1,Yes,Yes,No,Yes,No,Yes,2,No,2,70.5,2201.75,No,1,DSL,2,One year,2,Mailed check
4242,6481-LXPWL,Male,0,Yes,Yes,56,No,No phone service,1,No,Yes,Yes,No,No,No,2,Yes,4,36.1,1971.5,No,1,DSL,2,One year,4,Credit card (automatic)
4243,6537-OTKMY,Male,0,No,No,15,No,No phone service,1,No,No,Yes,No,Yes,Yes,2,No,1,50.75,688.2,No,1,DSL,2,One year,1,Electronic check
4244,6543-JXSOO,Female,0,Yes,Yes,23,Yes,No,1,Yes,Yes,No,Yes,No,No,2,Yes,2,57.75,1282.85,No,1,DSL,2,One year,2,Mailed check
4245,6574-MCOEH,Female,0,Yes,Yes,33,Yes,Yes,1,No,No,Yes,Yes,Yes,Yes,2,Yes,1,79.15,2531.4,No,1,DSL,2,One year,1,Electronic check
4246,6576-FBXOJ,Male,0,Yes,No,17,No,No phone service,1,No,No,Yes,Yes,Yes,Yes,2,No,1,54.6,934.8,No,1,DSL,2,One year,1,Electronic check
4247,6584-VQMYT,Male,0,No,Yes,27,Yes,No,1,Yes,Yes,No,No,No,No,2,No,2,56.2,1567.55,No,1,DSL,2,One year,2,Mailed check
4248,6586-PSJOX,Male,0,No,Yes,15,Yes,No,1,No,No,Yes,Yes,No,No,2,No,4,55.2,864.55,No,1,DSL,2,One year,4,Credit card (automatic)
4249,6598-KELSS,Male,0,No,Yes,50,No,No phone service,1,Yes,Yes,No,No,Yes,No,2,Yes,3,43.05,2208.05,No,1,DSL,2,One year,3,Bank transfer (automatic)
4250,6635-MYYYZ,Female,0,No,No,30,Yes,No,1,Yes,Yes,Yes,Yes,Yes,Yes,2,No,3,85.35,2530.4,Yes,1,DSL,2,One year,3,Bank transfer (automatic)
4251,6663-JOCQO,Male,0,Yes,Yes,31,Yes,Yes,1,Yes,Yes,No,Yes,No,Yes,2,Yes,3,75.25,2344.5,No,1,DSL,2,One year,3,Bank transfer (automatic)
4252,6682-VCIXC,Female,0,Yes,Yes,43,No,No phone service,1,Yes,Yes,No,Yes,Yes,No,2,Yes,3,51.25,2151.6,No,1,DSL,2,One year,3,Bank transfer (automatic)
4253,6685-GBWJZ,Male,0,Yes,No,63,Yes,No,1,Yes,Yes,No,Yes,Yes,No,2,No,4,70.8,4448.8,No,1,DSL,2,One year,4,Credit card (automatic)
4254,6693-DJWTY,Female,0,No,Yes,35,Yes,No,1,Yes,Yes,No,No,No,No,2,No,4,55.6,2016.45,No,1,DSL,2,One year,4,Credit card (automatic)
4255,6718-BDGHG,Female,0,Yes,No,43,Yes,Yes,1,No,No,No,Yes,Yes,No,2,Yes,3,64.85,2908.2,No,1,DSL,2,One year,3,Bank transfer (automatic)
4256,6728-CZFEI,Female,0,No,No,15,Yes,No,1,No,No,No,No,Yes,No,2,No,2,56.15,931.9,No,1,DSL,2,One year,2,Mailed check
4257,6738-ISCBM,Male,0,No,No,44,No,No phone service,1,Yes,No,Yes,No,Yes,Yes,2,Yes,1,54.0,2440.25,No,1,DSL,2,One year,1,Electronic check
4258,6778-EICRF,Male,0,Yes,Yes,24,Yes,Yes,1,Yes,No,No,No,Yes,Yes,2,No,2,74.8,1821.2,No,1,DSL,2,One year,2,Mailed check
4259,6778-JFCMK,Male,0,No,No,24,No,No phone service,1,Yes,No,No,No,Yes,Yes,2,Yes,2,50.6,1288.75,No,1,DSL,2,One year,2,Mailed check
4260,6784-XYJAE,Female,0,No,No,36,Yes,Yes,1,No,No,Yes,No,No,No,2,No,1,55.8,1941.5,No,1,DSL,2,One year,1,Electronic check
4261,6810-VCAEX,Female,0,No,No,47,No,No phone service,1,Yes,Yes,No,Yes,No,No,2,No,4,39.65,1798.65,No,1,DSL,2,One year,4,Credit card (automatic)
4262,6827-IEAUQ,Female,0,Yes,Yes,27,Yes,No,1,Yes,Yes,Yes,Yes,No,No,2,No,2,66.15,1874.45,No,1,DSL,2,One year,2,Mailed check
4263,6840-RESVB,Male,0,Yes,Yes,24,Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes,2,Yes,2,84.8,1990.5,No,1,DSL,2,One year,2,Mailed check
4264,6848-YLDFR,Male,0,Yes,Yes,58,Yes,No,1,No,Yes,No,Yes,Yes,Yes,2,Yes,4,75.2,4300.8,No,1,DSL,2,One year,4,Credit card (automatic)
4265,6872-HXFNF,Female,0,Yes,No,64,Yes,Yes,1,No,No,Yes,Yes,No,No,2,No,3,58.35,3756.45,No,1,DSL,2,One year,3,Bank transfer (automatic)
4266,6933-FHBZC,Female,0,No,No,26,Yes,No,1,No,Yes,Yes,No,No,No,2,Yes,2,56.05,1553.2,No,1,DSL,2,One year,2,Mailed check
4267,6933-VLYFX,Male,0,Yes,Yes,31,No,No phone service,1,Yes,No,Yes,Yes,Yes,Yes,2,No,1,59.95,1848.8,No,1,DSL,2,One year,1,Electronic check
4268,6937-GCDGQ,Male,0,Yes,Yes,19,Yes,No,1,Yes,No,No,No,No,No,2,Yes,3,48.95,955.6,No,1,DSL,2,One year,3,Bank transfer (automatic)
4269,6941-KXRRV,Female,1,Yes,No,48,Yes,No,1,No,Yes,No,No,No,Yes,2,Yes,3,58.95,2789.7,No,1,DSL,2,One year,3,Bank transfer (automatic)
4270,6967-PEJLL,Male,0,Yes,Yes,37,No,No phone service,1,Yes,No,Yes,Yes,No,No,2,Yes,1,40.2,1525.35,No,1,DSL,2,One year,1,Electronic check
4271,6968-MHOMU,Male,0,Yes,No,58,No,No phone service,1,No,No,No,No,Yes,Yes,2,Yes,4,45.0,2689.35,No,1,DSL,2,One year,4,Credit card (automatic)
4272,6968-URWQU,Male,0,Yes,No,43,Yes,No,1,No,No,No,No,Yes,No,2,Yes,2,56.35,2391.15,No,1,DSL,2,One year,2,Mailed check
4273,6981-TDRFT,Male,0,Yes,Yes,44,No,No phone service,1,No,No,Yes,Yes,Yes,Yes,2,Yes,1,54.3,2317.1,No,1,DSL,2,One year,1,Electronic check
4274,6992-TKNYO,Male,0,Yes,No,38,Yes,Yes,1,No,No,Yes,Yes,No,Yes,2,No,4,69.0,2669.45,No,1,DSL,2,One year,4,Credit card (automatic)
4275,6994-ORCWG,Female,0,No,No,14,Yes,Yes,1,No,Yes,No,No,No,No,2,Yes,2,54.25,773.2,No,1,DSL,2,One year,2,Mailed check
4276,7013-PSXHK,Female,0,No,No,40,Yes,Yes,1,No,No,Yes,Yes,Yes,Yes,2,Yes,2,80.75,3208.65,No,1,DSL,2,One year,2,Mailed check
4277,7029-IJEJK,Female,0,No,No,54,No,No phone service,1,Yes,No,No,Yes,No,Yes,2,No,3,44.1,2369.7,No,1,DSL,2,One year,3,Bank transfer (automatic)
4278,7032-LMBHI,Female,0,No,No,37,Yes,Yes,1,Yes,No,No,No,Yes,No,2,No,3,64.65,2347.85,No,1,DSL,2,One year,3,Bank transfer (automatic)
4279,7049-GKVZY,Female,0,No,No,17,Yes,No,1,Yes,Yes,No,Yes,Yes,Yes,2,No,4,79.85,1387.35,No,1,DSL,2,One year,4,Credit card (automatic)
4280,7089-XXAYG,Male,0,Yes,No,25,No,No phone service,1,No,No,Yes,No,Yes,No,2,Yes,4,38.1,970.4,No,1,DSL,2,One year,4,Credit card (automatic)
4281,7100-FQPRV,Male,0,Yes,Yes,43,Yes,Yes,1,Yes,No,No,Yes,No,Yes,2,Yes,4,71.9,3173.35,No,1,DSL,2,One year,4,Credit card (automatic)
4282,7102-JJVTX,Female,0,Yes,Yes,9,Yes,No,1,Yes,No,No,No,No,No,2,No,2,48.6,422.3,No,1,DSL,2,One year,2,Mailed check
4283,7103-ZGVNT,Female,0,Yes,Yes,69,Yes,Yes,1,Yes,Yes,No,Yes,Yes,No,2,No,4,73.7,4885.85,No,1,DSL,2,One year,4,Credit card (automatic)
4284,7105-BENQF,Male,0,No,Yes,15,Yes,No,1,Yes,No,Yes,No,No,Yes,2,No,2,64.85,950.75,No,1,DSL,2,One year,2,Mailed check
4285,7105-MXJLL,Female,1,Yes,No,26,Yes,No,1,No,No,Yes,No,No,Yes,2,No,2,60.7,1597.4,No,1,DSL,2,One year,2,Mailed check
4286,7108-DGVUU,Female,1,Yes,No,21,Yes,Yes,1,No,Yes,Yes,No,No,Yes,2,No,3,71.7,1497.05,No,1,DSL,2,One year,3,Bank transfer (automatic)
4287,7136-RVDTZ,Male,1,No,No,70,No,No phone service,1,No,No,No,No,Yes,Yes,2,Yes,1,45.25,3264.45,Yes,1,DSL,2,One year,1,Electronic check
4288,7153-CHRBV,Female,0,Yes,Yes,57,Yes,No,1,Yes,No,Yes,Yes,No,No,2,Yes,2,59.3,3274.35,No,1,DSL,2,One year,2,Mailed check
4289,7156-MXBJE,Female,0,No,No,43,Yes,Yes,1,No,Yes,Yes,Yes,Yes,Yes,2,No,4,85.1,3662.25,No,1,DSL,2,One year,4,Credit card (automatic)
4290,7163-OCEQI,Male,0,Yes,Yes,22,Yes,Yes,1,No,No,Yes,Yes,Yes,Yes,2,Yes,2,78.65,1663.75,No,1,DSL,2,One year,2,Mailed check
4291,7184-LRUUR,Female,0,No,No,22,Yes,No,1,No,Yes,Yes,No,Yes,No,2,No,3,65.25,1441.8,No,1,DSL,2,One year,3,Bank transfer (automatic)
4292,7228-PAQPD,Female,0,No,No,14,Yes,No,1,No,No,No,Yes,No,Yes,2,No,4,59.1,772.85,No,1,DSL,2,One year,4,Credit card (automatic)
4293,7244-QWYHG,Male,0,Yes,No,50,No,No phone service,1,Yes,No,No,Yes,Yes,No,2,Yes,3,44.45,2188.45,No,1,DSL,2,One year,3,Bank transfer (automatic)
4294,7247-XOZPB,Male,0,Yes,No,53,Yes,Yes,1,Yes,No,Yes,Yes,Yes,No,2,No,3,77.4,4155.95,No,1,DSL,2,One year,3,Bank transfer (automatic)
4295,7269-JISCY,Female,0,No,No,55,Yes,No,1,No,No,No,No,No,No,2,No,3,45.05,2462.6,No,1,DSL,2,One year,3,Bank transfer (automatic)
4296,7285-KLOTR,Female,0,Yes,No,12,Yes,Yes,1,Yes,No,Yes,No,Yes,Yes,2,No,1,78.85,876.75,No,1,DSL,2,One year,1,Electronic check
4297,7325-ENZFI,Female,0,No,No,39,No,No phone service,1,Yes,Yes,No,Yes,No,No,2,Yes,3,40.3,1630.4,No,1,DSL,2,One year,3,Bank transfer (automatic)
4298,7336-RLLRH,Male,0,Yes,No,27,Yes,Yes,1,Yes,No,No,Yes,Yes,Yes,2,No,2,80.85,2204.35,No,1,DSL,2,One year,2,Mailed check
4299,7338-ERIVA,Male,0,No,Yes,39,No,No phone service,1,Yes,No,No,Yes,Yes,No,2,No,3,45.05,1790.6,No,1,DSL,2,One year,3,Bank transfer (automatic)
4300,7445-WMRBW,Female,0,No,No,48,Yes,Yes,1,No,Yes,Yes,Yes,Yes,No,2,Yes,3,73.85,3581.4,No,1,DSL,2,One year,3,Bank transfer (automatic)
4301,7470-DYNOE,Male,0,No,No,53,Yes,No,1,No,No,Yes,No,No,Yes,2,Yes,1,61.1,3357.9,No,1,DSL,2,One year,1,Electronic check
4302,7471-MQPOS,Male,1,Yes,Yes,71,Yes,Yes,1,No,Yes,Yes,Yes,No,Yes,2,Yes,3,72.9,5139.65,No,1,DSL,2,One year,3,Bank transfer (automatic)
4303,7508-KBIMB,Male,0,Yes,Yes,24,Yes,No,1,Yes,No,Yes,No,No,No,2,Yes,4,56.25,1454.25,No,1,DSL,2,One year,4,Credit card (automatic)
4304,7541-YLXCL,Male,0,No,No,36,Yes,No,1,No,Yes,No,Yes,No,Yes,2,Yes,2,65.4,2498.4,Yes,1,DSL,2,One year,2,Mailed check
4305,7576-ASEJU,Female,0,Yes,Yes,41,Yes,No,1,Yes,No,No,Yes,Yes,Yes,2,Yes,4,74.7,3187.65,No,1,DSL,2,One year,4,Credit card (automatic)
4306,7581-EBBOU,Female,0,No,No,60,Yes,No,1,No,Yes,Yes,Yes,Yes,No,2,Yes,4,70.15,4224.7,No,1,DSL,2,One year,4,Credit card (automatic)
4307,7614-QVWQL,Male,0,Yes,Yes,49,No,No phone service,1,No,Yes,No,No,Yes,Yes,2,Yes,3,51.8,2541.25,Yes,1,DSL,2,One year,3,Bank transfer (automatic)
4308,7619-PLRLP,Female,0,Yes,No,53,Yes,Yes,1,Yes,Yes,Yes,No,No,Yes,2,No,3,74.1,3833.95,No,1,DSL,2,One year,3,Bank transfer (automatic)
4309,7629-WIXZF,Female,0,No,No,7,Yes,No,1,Yes,No,No,No,No,Yes,2,Yes,1,59.1,369.25,No,1,DSL,2,One year,1,Electronic check
4310,7636-PEPNS,Female,0,Yes,Yes,58,Yes,No,1,No,No,No,No,No,No,2,Yes,2,44.1,2413.05,No,1,DSL,2,One year,2,Mailed check
4311,7657-DYEPJ,Male,1,No,No,38,Yes,No,1,No,Yes,Yes,Yes,Yes,No,2,Yes,4,70.15,2497.35,Yes,1,DSL,2,One year,4,Credit card (automatic)
4312,7670-ZBPOQ,Female,0,Yes,No,58,Yes,Yes,1,Yes,No,No,Yes,No,No,2,Yes,3,61.05,3478.75,No,1,DSL,2,One year,3,Bank transfer (automatic)
4313,7673-LPRNY,Female,0,No,No,23,Yes,Yes,1,Yes,No,Yes,No,Yes,Yes,2,Yes,1,78.55,1843.05,No,1,DSL,2,One year,1,Electronic check
4314,7690-KPNCU,Male,0,Yes,Yes,64,Yes,No,1,Yes,No,Yes,No,Yes,Yes,2,Yes,4,73.05,4688.65,No,1,DSL,2,One year,4,Credit card (automatic)
4315,7696-AMHOD,Female,0,Yes,Yes,49,Yes,No,1,No,Yes,Yes,No,Yes,Yes,2,No,4,78.0,3824.2,No,1,DSL,2,One year,4,Credit card (automatic)
4316,7711-YIJWC,Male,0,Yes,Yes,61,Yes,No,1,Yes,Yes,Yes,Yes,Yes,Yes,2,No,3,84.9,5264.5,No,1,DSL,2,One year,3,Bank transfer (automatic)
4317,7746-QYVCO,Male,0,Yes,Yes,16,Yes,No,1,Yes,Yes,No,No,No,No,2,Yes,2,55.85,857.8,No,1,DSL,2,One year,2,Mailed check
4318,7750-EYXWZ,Female,0,No,No,12,No,No phone service,1,No,Yes,Yes,Yes,Yes,Yes,2,No,1,60.65,743.3,No,1,DSL,2,One year,1,Electronic check
